recpname,eqptype,eqpid
SLR61,SLRESROM,RR08B04
SOE61,SOWETETC,4ET-08
SLR68,SLRESROM,RR08B01
SLR68,SLRESROM,RR08B02
SLR68,SLRESROM,RR08B03
SLR68,SLRESROM,RR08B04
SOE67,SOWETETC,4ET-08
SOM62,SOMARK,4MK-12
SOM62,SOMARK,4MK-13
SGL63,SOMARK,4MK-12
SGL63,SOMARK,4MK-13
SDD62,SDWFRDIC,6WD-07
SDD62,SDWFRDIC,6WD-08
SDD62,SDWFRDIC,6WD-10
SDD62,SDWFRDIC,6WD-100
SDD62,SDWFRDIC,6WD-101
SDD62,SDWFRDIC,6WD-102
SDD62,SDWFRDIC,6WD-103
SDD62,SDWFRDIC,6WD-106
SDD62,SDWFRDIC,6WD-107
SDD62,SDWFRDIC,6WD-108
SDD62,SDWFRDIC,6WD-112
SDD62,SDWFRDIC,6WD-113
SDD62,SDWFRDIC,6WD-114
SDD62,SDWFRDIC,6WD-115
SDD62,SDWFRDIC,6WD-116
SDD62,SDWFRDIC,6WD-117
SDD62,SDWFRDIC,6WD-118
SDD62,SDWFRDIC,6WD-119
SDD62,SDWFRDIC,6WD-120
SDD62,SDWFRDIC,6WD-121
SDD62,SDWFRDIC,6WD-123
SDD62,SDWFRDIC,6WD-124
SDD62,SDWFRDIC,6WD-125
SDD62,SDWFRDIC,6WD-126
SDD62,SDWFRDIC,6WD-127
SDD62,SDWFRDIC,6WD-128
SDD62,SDWFRDIC,6WD-129
SDD62,SDWFRDIC,6WD-130
SDD62,SDWFRDIC,6WD-131
SDD62,SDWFRDIC,6WD-132
SDD62,SDWFRDIC,6WD-133
SDD62,SDWFRDIC,6WD-134
SDD62,SDWFRDIC,6WD-135
SDD62,SDWFRDIC,6WD-136
SDD62,SDWFRDIC,6WD-137
SDD62,SDWFRDIC,6WD-138
SDD62,SDWFRDIC,6WD-139
SDD62,SDWFRDIC,6WD-140
SDD62,SDWFRDIC,6WD-141
SDD62,SDWFRDIC,6WD-142
SDD62,SDWFRDIC,6WD-143
SDD62,SDWFRDIC,6WD-146
SDD62,SDWFRDIC,6WD-147
SDD62,SDWFRDIC,6WD-148
SDD62,SDWFRDIC,6WD-150
SDD62,SDWFRDIC,6WD-159
SDD62,SDWFRDIC,6WD-16
SDD62,SDWFRDIC,6WD-160
SDD62,SDWFRDIC,6WD-161
SDD62,SDWFRDIC,6WD-162
SDD62,SDWFRDIC,6WD-163
SDD62,SDWFRDIC,6WD-164
SDD62,SDWFRDIC,6WD-165
SDD62,SDWFRDIC,6WD-166
SDD62,SDWFRDIC,6WD-167
SDD62,SDWFRDIC,6WD-168
SDD62,SDWFRDIC,6WD-169
SDD62,SDWFRDIC,6WD-171
SDD62,SDWFRDIC,6WD-172
SDD62,SDWFRDIC,6WD-173
SDD62,SDWFRDIC,6WD-26
SDD62,SDWFRDIC,6WD-27
SDD62,SDWFRDIC,6WD-41
SDD62,SDWFRDIC,6WD-42
SDD62,SDWFRDIC,6WD-43
SDD62,SDWFRDIC,6WD-44
SDD62,SDWFRDIC,6WD-45
SDD62,SDWFRDIC,6WD-47
SDD62,SDWFRDIC,6WD-48
SDD62,SDWFRDIC,6WD-53
SDD62,SDWFRDIC,6WD-54
SDD62,SDWFRDIC,6WD-78
SDD62,SDWFRDIC,6WD-79
SDD62,SDWFRDIC,6WD-86
SDD62,SDWFRDIC,6WD-87
SDD62,SDWFRDIC,6WD-88
SDD62,SDWFRDIC,6WD-89
SDD62,SDWFRDIC,6WD-90
SDD62,SDWFRDIC,6WD-91
SDD62,SDWFRDIC,6WD-93
SDD62,SDWFRDIC,6WD-94
SDD62,SDWFRDIC,6WD-95
SDD62,SDWFRDIC,6WD-96
SDD62,SDWFRDIC,6WD-98
SDD62,SDWFRDIC,6WD-99
SDD62,SDWFRDIC,SADS-01
SDD62,SDWFRDIC,SWSD-04
3SRI1,3VI,3MS-07
3SRI1,3VI,3MS-14
3SRI1,3VI,5MS-11
3SAT1,3SATMS,5SAT-03
3SAT1,3SATMS,5SAT-04
3SAT2,3SATMS,5SAT-03
3SAT2,3SATMS,5SAT-04
3SAT1,3SATMS,5SAT-03
3SAT1,3SATMS,5SAT-04
3SAT2,3SATMS,5SAT-03
3SAT2,3SATMS,5SAT-04
SRW64,SRWKRCP,SRWKRCP1
SDM62,SDMOUNT,6WM-04
SDM62,SDMOUNT,6WM-07
SDM62,SDMOUNT,6WM-08
SDM62,SDMOUNT,SWM-14
3TI02,3TINSTP,CVI-102
3TI02,3TINSTP,CVI-103
3TI02,3TINSTP,CVI-106
3TI02,3TINSTP,CVI-107
3TI02,3TINSTP,CVI-108
3TI02,3TINSTP,CVI-110
3TI02,3TINSTP,CVI-111
3TI02,3TINSTP,CVI-112
3TI02,3TINSTP,CVI-113
3TI02,3TINSTP,CVI-114
3TI02,3TINSTP,CVI-115
3TI02,3TINSTP,CVI-118
3TI02,3TINSTP,CVI-119
3TI02,3TINSTP,CVI-122
3TI02,3TINSTP,CVI-123
3TI02,3TINSTP,CVI-124
3TI02,3TINSTP,CVI-125
3TI02,3TINSTP,CVI-126
3TI02,3TINSTP,CVI-127
3TI02,3TINSTP,CVI-129
3TI02,3TINSTP,CVI-130
3TI02,3TINSTP,CVI-132
3TI02,3TINSTP,CVI-133
3TI02,3TINSTP,CVI-134
3TI02,3TINSTP,CVI-149
3TI02,3TINSTP,CVI-150
3TI02,3TINSTP,CVI-152
3TI02,3TINSTP,CVI-153
3TI02,3TINSTP,CVI-154
3TI02,3TINSTP,CVI-156
3TI02,3TINSTP,CVI-157
3TI02,3TINSTP,CVI-72
3TI02,3TINSTP,CVI-73
3TI02,3TINSTP,CVI-95
3TT04,3TINSTP,CVI-102
3TT04,3TINSTP,CVI-103
3TT04,3TINSTP,CVI-106
3TT04,3TINSTP,CVI-107
3TT04,3TINSTP,CVI-108
3TT04,3TINSTP,CVI-110
3TT04,3TINSTP,CVI-111
3TT04,3TINSTP,CVI-112
3TT04,3TINSTP,CVI-113
3TT04,3TINSTP,CVI-114
3TT04,3TINSTP,CVI-115
3TT04,3TINSTP,CVI-118
3TT04,3TINSTP,CVI-119
3TT04,3TINSTP,CVI-122
3TT04,3TINSTP,CVI-123
3TT04,3TINSTP,CVI-124
3TT04,3TINSTP,CVI-125
3TT04,3TINSTP,CVI-126
3TT04,3TINSTP,CVI-127
3TT04,3TINSTP,CVI-129
3TT04,3TINSTP,CVI-130
3TT04,3TINSTP,CVI-132
3TT04,3TINSTP,CVI-133
3TT04,3TINSTP,CVI-134
3TT04,3TINSTP,CVI-149
3TT04,3TINSTP,CVI-150
3TT04,3TINSTP,CVI-152
3TT04,3TINSTP,CVI-153
3TT04,3TINSTP,CVI-154
3TT04,3TINSTP,CVI-156
3TT04,3TINSTP,CVI-157
3TT04,3TINSTP,CVI-72
3TT04,3TINSTP,CVI-73
3TT04,3TINSTP,CVI-95
3TVI1,3TINSTP,CVI-102
3TVI1,3TINSTP,CVI-103
3TVI1,3TINSTP,CVI-106
3TVI1,3TINSTP,CVI-107
3TVI1,3TINSTP,CVI-108
3TVI1,3TINSTP,CVI-110
3TVI1,3TINSTP,CVI-111
3TVI1,3TINSTP,CVI-112
3TVI1,3TINSTP,CVI-113
3TVI1,3TINSTP,CVI-114
3TVI1,3TINSTP,CVI-115
3TVI1,3TINSTP,CVI-118
3TVI1,3TINSTP,CVI-119
3TVI1,3TINSTP,CVI-122
3TVI1,3TINSTP,CVI-123
3TVI1,3TINSTP,CVI-124
3TVI1,3TINSTP,CVI-125
3TVI1,3TINSTP,CVI-126
3TVI1,3TINSTP,CVI-127
3TVI1,3TINSTP,CVI-129
3TVI1,3TINSTP,CVI-130
3TVI1,3TINSTP,CVI-132
3TVI1,3TINSTP,CVI-133
3TVI1,3TINSTP,CVI-134
3TVI1,3TINSTP,CVI-149
3TVI1,3TINSTP,CVI-150
3TVI1,3TINSTP,CVI-152
3TVI1,3TINSTP,CVI-153
3TVI1,3TINSTP,CVI-154
3TVI1,3TINSTP,CVI-156
3TVI1,3TINSTP,CVI-157
3TVI1,3TINSTP,CVI-72
3TVI1,3TINSTP,CVI-73
3TVI1,3TINSTP,CVI-95
3TVI2,3TINSTP,CVI-102
3TVI2,3TINSTP,CVI-103
3TVI2,3TINSTP,CVI-106
3TVI2,3TINSTP,CVI-107
3TVI2,3TINSTP,CVI-108
3TVI2,3TINSTP,CVI-110
3TVI2,3TINSTP,CVI-111
3TVI2,3TINSTP,CVI-112
3TVI2,3TINSTP,CVI-113
3TVI2,3TINSTP,CVI-114
3TVI2,3TINSTP,CVI-115
3TVI2,3TINSTP,CVI-118
3TVI2,3TINSTP,CVI-119
3TVI2,3TINSTP,CVI-122
3TVI2,3TINSTP,CVI-123
3TVI2,3TINSTP,CVI-124
3TVI2,3TINSTP,CVI-125
3TVI2,3TINSTP,CVI-126
3TVI2,3TINSTP,CVI-127
3TVI2,3TINSTP,CVI-129
3TVI2,3TINSTP,CVI-130
3TVI2,3TINSTP,CVI-132
3TVI2,3TINSTP,CVI-133
3TVI2,3TINSTP,CVI-134
3TVI2,3TINSTP,CVI-149
3TVI2,3TINSTP,CVI-150
3TVI2,3TINSTP,CVI-152
3TVI2,3TINSTP,CVI-153
3TVI2,3TINSTP,CVI-154
3TVI2,3TINSTP,CVI-156
3TVI2,3TINSTP,CVI-157
3TVI2,3TINSTP,CVI-72
3TVI2,3TINSTP,CVI-73
3TVI2,3TINSTP,CVI-95
STT02,STINSTP,BVI-136
STT02,STINSTP,BVI-138
STT02,STINSTP,BVI-139
STT02,STINSTP,BVI-140
STT02,STINSTP,BVI-142
STT02,STINSTP,BVI-143
STT02,STINSTP,BVI-144
STT02,STINSTP,BVI-145
STT02,STINSTP,BVI-146
STT02,STINSTP,BVI-147
STT02,STINSTP,BVI-148
STT02,STINSTP,BVI-158
STT02,STINSTP,BVI-26
STT02,STINSTP,BVI-34
STT02,STINSTP,BVI-35
STT02,STINSTP,BVI-36
STT02,STINSTP,BVI-37
STT02,STINSTP,BVI-38
STT02,STINSTP,BVI-39
STT02,STINSTP,BVI-40
STT02,STINSTP,BVI-42
STT02,STINSTP,BVI-44
STT02,STINSTP,BVI-45
STT02,STINSTP,BVI-46
STT02,STINSTP,BVI-47
STT02,STINSTP,BVI-48
STT02,STINSTP,BVI-50
STT02,STINSTP,BVI-55
STT02,STINSTP,BVI-56
STT02,STINSTP,BVI-57
STT02,STINSTP,BVI-58
STT02,STINSTP,BVI-59
STT02,STINSTP,BVI-60
STT02,STINSTP,BVI-61
STT02,STINSTP,BVI-62
STT02,STINSTP,BVI-63
STT02,STINSTP,BVI-64
STT02,STINSTP,BVI-65
STT02,STINSTP,BVI-67
STT02,STINSTP,BVI-68
STT02,STINSTP,BVI-71
STT02,STINSTP,BVI-75
STT02,STINSTP,BVI-76
STT02,STINSTP,BVI-78
STT02,STINSTP,BVI-79
STT02,STINSTP,BVI-80
STT02,STINSTP,BVI-81
STT02,STINSTP,BVI-82
STT02,STINSTP,BVI-83
STT02,STINSTP,BVI-85
STT02,STINSTP,BVI-86
STT02,STINSTP,BVI-87
STT02,STINSTP,BVI-88
STT02,STINSTP,BVI-89
STT04,STINSTP,BVI-136
STT04,STINSTP,BVI-138
STT04,STINSTP,BVI-139
STT04,STINSTP,BVI-140
STT04,STINSTP,BVI-142
STT04,STINSTP,BVI-143
STT04,STINSTP,BVI-144
STT04,STINSTP,BVI-145
STT04,STINSTP,BVI-146
STT04,STINSTP,BVI-147
STT04,STINSTP,BVI-148
STT04,STINSTP,BVI-158
STT04,STINSTP,BVI-26
STT04,STINSTP,BVI-34
STT04,STINSTP,BVI-35
STT04,STINSTP,BVI-36
STT04,STINSTP,BVI-37
STT04,STINSTP,BVI-38
STT04,STINSTP,BVI-39
STT04,STINSTP,BVI-40
STT04,STINSTP,BVI-42
STT04,STINSTP,BVI-44
STT04,STINSTP,BVI-45
STT04,STINSTP,BVI-46
STT04,STINSTP,BVI-47
STT04,STINSTP,BVI-48
STT04,STINSTP,BVI-50
STT04,STINSTP,BVI-55
STT04,STINSTP,BVI-56
STT04,STINSTP,BVI-57
STT04,STINSTP,BVI-58
STT04,STINSTP,BVI-59
STT04,STINSTP,BVI-60
STT04,STINSTP,BVI-61
STT04,STINSTP,BVI-62
STT04,STINSTP,BVI-63
STT04,STINSTP,BVI-64
STT04,STINSTP,BVI-65
STT04,STINSTP,BVI-67
STT04,STINSTP,BVI-68
STT04,STINSTP,BVI-71
STT04,STINSTP,BVI-75
STT04,STINSTP,BVI-76
STT04,STINSTP,BVI-78
STT04,STINSTP,BVI-79
STT04,STINSTP,BVI-80
STT04,STINSTP,BVI-81
STT04,STINSTP,BVI-82
STT04,STINSTP,BVI-83
STT04,STINSTP,BVI-85
STT04,STINSTP,BVI-86
STT04,STINSTP,BVI-87
STT04,STINSTP,BVI-88
STT04,STINSTP,BVI-89
3TSD3,3DRYETCH,3DE-03P2
3TSD3,3DRYETCH,3DE-03P3
3TSD3,3DRYETCH,3DE-03P4
3TSD3,3DRYETCH,3DE-05P2
3TSD3,3DRYETCH,3DE-05P3
3TSD3,3DRYETCH,3DE-05P4
3TSD3,3DRYETCH,5DE-04P2
3TSD3,3DRYETCH,5DE-04P3
3TSD3,3DRYETCH,5DE-04P6
STT02,STINSTP,BVI-136
STT02,STINSTP,BVI-138
STT02,STINSTP,BVI-139
STT02,STINSTP,BVI-140
STT02,STINSTP,BVI-142
STT02,STINSTP,BVI-143
STT02,STINSTP,BVI-144
STT02,STINSTP,BVI-145
STT02,STINSTP,BVI-146
STT02,STINSTP,BVI-147
STT02,STINSTP,BVI-148
STT02,STINSTP,BVI-158
STT02,STINSTP,BVI-26
STT02,STINSTP,BVI-34
STT02,STINSTP,BVI-35
STT02,STINSTP,BVI-36
STT02,STINSTP,BVI-37
STT02,STINSTP,BVI-38
STT02,STINSTP,BVI-39
STT02,STINSTP,BVI-40
STT02,STINSTP,BVI-42
STT02,STINSTP,BVI-44
STT02,STINSTP,BVI-45
STT02,STINSTP,BVI-46
STT02,STINSTP,BVI-47
STT02,STINSTP,BVI-48
STT02,STINSTP,BVI-50
STT02,STINSTP,BVI-55
STT02,STINSTP,BVI-56
STT02,STINSTP,BVI-57
STT02,STINSTP,BVI-58
STT02,STINSTP,BVI-59
STT02,STINSTP,BVI-60
STT02,STINSTP,BVI-61
STT02,STINSTP,BVI-62
STT02,STINSTP,BVI-63
STT02,STINSTP,BVI-64
STT02,STINSTP,BVI-65
STT02,STINSTP,BVI-67
STT02,STINSTP,BVI-68
STT02,STINSTP,BVI-71
STT02,STINSTP,BVI-75
STT02,STINSTP,BVI-76
STT02,STINSTP,BVI-78
STT02,STINSTP,BVI-79
STT02,STINSTP,BVI-80
STT02,STINSTP,BVI-81
STT02,STINSTP,BVI-82
STT02,STINSTP,BVI-83
STT02,STINSTP,BVI-85
STT02,STINSTP,BVI-86
STT02,STINSTP,BVI-87
STT02,STINSTP,BVI-88
STT02,STINSTP,BVI-89
3AOIV,3AOI,3AOI-01
3AOIV,3AOI,3AOI-02
3AOIV,3AOI,3AOI-04
3AOIV,3AOI,3AOI-05
3AOIV,3AOI,3AOI-09
3AOIV,3AOI,3AOI-13
3AOIV,3AOI,5AOI-06
3AOIV,3AOI,5AOI-07
3AOIV,3AOI,5AOI-10
3AOIV,3AOI,5AOI-11
3AOIV,3AOI,5AOI-12
STF01,STFINTST,BFI-112
STF01,STFINTST,BFI-119
STF01,STFINTST,BFI-120
STF01,STFINTST,BFI-121
STF01,STFINTST,BFI-122
STF01,STFINTST,BFI-124
STF01,STFINTST,BFI-125
STF01,STFINTST,BFI-126
STF01,STFINTST,BFI-21
STF01,STFINTST,BFI-22
STF01,STFINTST,BFI-23
STF01,STFINTST,BFI-24
STF01,STFINTST,BFI-25
STF01,STFINTST,BFI-26
STF01,STFINTST,BFI-27
STF01,STFINTST,BFI-28
STF01,STFINTST,BFI-30
STF01,STFINTST,BFI-31
STF01,STFINTST,BFI-33
STF01,STFINTST,BFI-34
STF01,STFINTST,BFI-35
STF01,STFINTST,BFI-37
STF01,STFINTST,BFI-38
STF01,STFINTST,BFI-40
STF01,STFINTST,BFI-41
STF01,STFINTST,BFI-47
STF01,STFINTST,BFI-48
STF01,STFINTST,BFI-49
STF01,STFINTST,BFI-50
STF01,STFINTST,BFI-51
STF01,STFINTST,BFI-52
STF01,STFINTST,BFI-53
STF01,STFINTST,BFI-54
STF01,STFINTST,BFI-55
STF01,STFINTST,BFI-56
STF01,STFINTST,BFI-57
STF01,STFINTST,BFI-59
STF01,STFINTST,BFI-60
STF01,STFINTST,BFI-61
STF01,STFINTST,BFI-62
STF01,STFINTST,BFI-63
STF01,STFINTST,BFI-64
STF01,STFINTST,BFI-66
STF01,STFINTST,BFI-67
STF01,STFINTST,BFI-68
STF01,STFINTST,BFI-69
STF01,STFINTST,BFI-72
STF01,STFINTST,BFI-73
STF01,STFINTST,BFI-75
STF01,STFINTST,BFI-76
STF01,STFINTST,BFI-77
STF01,STFINTST,BFI-83
STF01,STFINTST,SFI-131
STF01,STFINTST,SFI-99
STF02,STFINTST,BFI-112
STF02,STFINTST,BFI-119
STF02,STFINTST,BFI-120
STF02,STFINTST,BFI-121
STF02,STFINTST,BFI-122
STF02,STFINTST,BFI-124
STF02,STFINTST,BFI-125
STF02,STFINTST,BFI-126
STF02,STFINTST,BFI-21
STF02,STFINTST,BFI-22
STF02,STFINTST,BFI-23
STF02,STFINTST,BFI-24
STF02,STFINTST,BFI-25
STF02,STFINTST,BFI-26
STF02,STFINTST,BFI-27
STF02,STFINTST,BFI-28
STF02,STFINTST,BFI-30
STF02,STFINTST,BFI-31
STF02,STFINTST,BFI-33
STF02,STFINTST,BFI-34
STF02,STFINTST,BFI-35
STF02,STFINTST,BFI-37
STF02,STFINTST,BFI-38
STF02,STFINTST,BFI-40
STF02,STFINTST,BFI-41
STF02,STFINTST,BFI-47
STF02,STFINTST,BFI-48
STF02,STFINTST,BFI-49
STF02,STFINTST,BFI-50
STF02,STFINTST,BFI-51
STF02,STFINTST,BFI-52
STF02,STFINTST,BFI-53
STF02,STFINTST,BFI-54
STF02,STFINTST,BFI-55
STF02,STFINTST,BFI-56
STF02,STFINTST,BFI-57
STF02,STFINTST,BFI-59
STF02,STFINTST,BFI-60
STF02,STFINTST,BFI-61
STF02,STFINTST,BFI-62
STF02,STFINTST,BFI-63
STF02,STFINTST,BFI-64
STF02,STFINTST,BFI-66
STF02,STFINTST,BFI-67
STF02,STFINTST,BFI-68
STF02,STFINTST,BFI-69
STF02,STFINTST,BFI-72
STF02,STFINTST,BFI-73
STF02,STFINTST,BFI-75
STF02,STFINTST,BFI-76
STF02,STFINTST,BFI-77
STF02,STFINTST,BFI-83
STF02,STFINTST,SFI-131
STF02,STFINTST,SFI-99
3TIB4,3TFINTST,3FI-100
3TIB4,3TFINTST,3FI-102
3TIB4,3TFINTST,3FI-103
3TIB4,3TFINTST,3FI-104
3TIB4,3TFINTST,3FI-130
3TIB4,3TFINTST,3FI-131
3TIB4,3TFINTST,3FI-138
3TIB4,3TFINTST,3FI-65
3TIB4,3TFINTST,3FI-71
3TIB4,3TFINTST,3FI-79
3TIB4,3TFINTST,3FI-80
3TIB4,3TFINTST,3FI-81
3TIB4,3TFINTST,3FI-82
3TIB4,3TFINTST,3FI-84
3TIB4,3TFINTST,3FI-85
3TIB4,3TFINTST,3FI-86
3TIB4,3TFINTST,3FI-87
3TIB4,3TFINTST,3FI-88
3TIB4,3TFINTST,3FI-89
3TIB4,3TFINTST,3FI-90
3TIB4,3TFINTST,3FI-91
3TIB4,3TFINTST,3FI-92
3TIB4,3TFINTST,3FI-93
3TIB4,3TFINTST,3FI-94
3TIB4,3TFINTST,3FI-95
3TIB4,3TFINTST,3FI-96
3TIB4,3TFINTST,3FI-98
3TIB4,3TFINTST,3FI-99
3TIB4,3TFINTST,5FI-108
3TIB4,3TFINTST,5FI-109
3TIB4,3TFINTST,5FI-110
3TIB4,3TFINTST,5FI-115
3TIB4,3TFINTST,5FI-116
3TIB4,3TFINTST,5FI-118
3TIB4,3TFINTST,5FI-127
3TIB4,3TFINTST,5FI-128
3TIB4,3TFINTST,5FI-132
3TIB4,3TFINTST,5FI-133
3TIB4,3TFINTST,5FI-135
3TIB4,3TFINTST,5FI-136
3TIB4,3TFINTST,5FI-140
3TI07,3TFINTST,3FI-100
3TI07,3TFINTST,3FI-102
3TI07,3TFINTST,3FI-103
3TI07,3TFINTST,3FI-104
3TI07,3TFINTST,3FI-130
3TI07,3TFINTST,3FI-131
3TI07,3TFINTST,3FI-138
3TI07,3TFINTST,3FI-65
3TI07,3TFINTST,3FI-71
3TI07,3TFINTST,3FI-79
3TI07,3TFINTST,3FI-80
3TI07,3TFINTST,3FI-81
3TI07,3TFINTST,3FI-82
3TI07,3TFINTST,3FI-84
3TI07,3TFINTST,3FI-85
3TI07,3TFINTST,3FI-86
3TI07,3TFINTST,3FI-87
3TI07,3TFINTST,3FI-88
3TI07,3TFINTST,3FI-89
3TI07,3TFINTST,3FI-90
3TI07,3TFINTST,3FI-91
3TI07,3TFINTST,3FI-92
3TI07,3TFINTST,3FI-93
3TI07,3TFINTST,3FI-94
3TI07,3TFINTST,3FI-95
3TI07,3TFINTST,3FI-96
3TI07,3TFINTST,3FI-98
3TI07,3TFINTST,3FI-99
3TI07,3TFINTST,5FI-108
3TI07,3TFINTST,5FI-109
3TI07,3TFINTST,5FI-110
3TI07,3TFINTST,5FI-115
3TI07,3TFINTST,5FI-116
3TI07,3TFINTST,5FI-118
3TI07,3TFINTST,5FI-127
3TI07,3TFINTST,5FI-128
3TI07,3TFINTST,5FI-132
3TI07,3TFINTST,5FI-133
3TI07,3TFINTST,5FI-135
3TI07,3TFINTST,5FI-136
3TI07,3TFINTST,5FI-140
3TI06,3TFINTST,3FI-100
3TI06,3TFINTST,3FI-102
3TI06,3TFINTST,3FI-103
3TI06,3TFINTST,3FI-104
3TI06,3TFINTST,3FI-130
3TI06,3TFINTST,3FI-131
3TI06,3TFINTST,3FI-138
3TI06,3TFINTST,3FI-65
3TI06,3TFINTST,3FI-71
3TI06,3TFINTST,3FI-79
3TI06,3TFINTST,3FI-80
3TI06,3TFINTST,3FI-81
3TI06,3TFINTST,3FI-82
3TI06,3TFINTST,3FI-84
3TI06,3TFINTST,3FI-85
3TI06,3TFINTST,3FI-86
3TI06,3TFINTST,3FI-87
3TI06,3TFINTST,3FI-88
3TI06,3TFINTST,3FI-89
3TI06,3TFINTST,3FI-90
3TI06,3TFINTST,3FI-91
3TI06,3TFINTST,3FI-92
3TI06,3TFINTST,3FI-93
3TI06,3TFINTST,3FI-94
3TI06,3TFINTST,3FI-95
3TI06,3TFINTST,3FI-96
3TI06,3TFINTST,3FI-98
3TI06,3TFINTST,3FI-99
3TI06,3TFINTST,5FI-108
3TI06,3TFINTST,5FI-109
3TI06,3TFINTST,5FI-110
3TI06,3TFINTST,5FI-115
3TI06,3TFINTST,5FI-116
3TI06,3TFINTST,5FI-118
3TI06,3TFINTST,5FI-127
3TI06,3TFINTST,5FI-128
3TI06,3TFINTST,5FI-132
3TI06,3TFINTST,5FI-133
3TI06,3TFINTST,5FI-135
3TI06,3TFINTST,5FI-136
3TI06,3TFINTST,5FI-140
3TI04,3TFINTST,3FI-100
3TI04,3TFINTST,3FI-102
3TI04,3TFINTST,3FI-103
3TI04,3TFINTST,3FI-104
3TI04,3TFINTST,3FI-130
3TI04,3TFINTST,3FI-131
3TI04,3TFINTST,3FI-138
3TI04,3TFINTST,3FI-65
3TI04,3TFINTST,3FI-71
3TI04,3TFINTST,3FI-79
3TI04,3TFINTST,3FI-80
3TI04,3TFINTST,3FI-81
3TI04,3TFINTST,3FI-82
3TI04,3TFINTST,3FI-84
3TI04,3TFINTST,3FI-85
3TI04,3TFINTST,3FI-86
3TI04,3TFINTST,3FI-87
3TI04,3TFINTST,3FI-88
3TI04,3TFINTST,3FI-89
3TI04,3TFINTST,3FI-90
3TI04,3TFINTST,3FI-91
3TI04,3TFINTST,3FI-92
3TI04,3TFINTST,3FI-93
3TI04,3TFINTST,3FI-94
3TI04,3TFINTST,3FI-95
3TI04,3TFINTST,3FI-96
3TI04,3TFINTST,3FI-98
3TI04,3TFINTST,3FI-99
3TI04,3TFINTST,5FI-108
3TI04,3TFINTST,5FI-109
3TI04,3TFINTST,5FI-110
3TI04,3TFINTST,5FI-115
3TI04,3TFINTST,5FI-116
3TI04,3TFINTST,5FI-118
3TI04,3TFINTST,5FI-127
3TI04,3TFINTST,5FI-128
3TI04,3TFINTST,5FI-132
3TI04,3TFINTST,5FI-133
3TI04,3TFINTST,5FI-135
3TI04,3TFINTST,5FI-136
3TI04,3TFINTST,5FI-140
3TI03,3TFINTST,3FI-100
3TI03,3TFINTST,3FI-102
3TI03,3TFINTST,3FI-103
3TI03,3TFINTST,3FI-104
3TI03,3TFINTST,3FI-130
3TI03,3TFINTST,3FI-131
3TI03,3TFINTST,3FI-138
3TI03,3TFINTST,3FI-65
3TI03,3TFINTST,3FI-71
3TI03,3TFINTST,3FI-79
3TI03,3TFINTST,3FI-80
3TI03,3TFINTST,3FI-81
3TI03,3TFINTST,3FI-82
3TI03,3TFINTST,3FI-84
3TI03,3TFINTST,3FI-85
3TI03,3TFINTST,3FI-86
3TI03,3TFINTST,3FI-87
3TI03,3TFINTST,3FI-88
3TI03,3TFINTST,3FI-89
3TI03,3TFINTST,3FI-90
3TI03,3TFINTST,3FI-91
3TI03,3TFINTST,3FI-92
3TI03,3TFINTST,3FI-93
3TI03,3TFINTST,3FI-94
3TI03,3TFINTST,3FI-95
3TI03,3TFINTST,3FI-96
3TI03,3TFINTST,3FI-98
3TI03,3TFINTST,3FI-99
3TI03,3TFINTST,5FI-108
3TI03,3TFINTST,5FI-109
3TI03,3TFINTST,5FI-110
3TI03,3TFINTST,5FI-115
3TI03,3TFINTST,5FI-116
3TI03,3TFINTST,5FI-118
3TI03,3TFINTST,5FI-127
3TI03,3TFINTST,5FI-128
3TI03,3TFINTST,5FI-132
3TI03,3TFINTST,5FI-133
3TI03,3TFINTST,5FI-135
3TI03,3TFINTST,5FI-136
3TI03,3TFINTST,5FI-140
3TFI2,3TFINTST,3FI-100
3TFI2,3TFINTST,3FI-102
3TFI2,3TFINTST,3FI-103
3TFI2,3TFINTST,3FI-104
3TFI2,3TFINTST,3FI-130
3TFI2,3TFINTST,3FI-131
3TFI2,3TFINTST,3FI-138
3TFI2,3TFINTST,3FI-65
3TFI2,3TFINTST,3FI-71
3TFI2,3TFINTST,3FI-79
3TFI2,3TFINTST,3FI-80
3TFI2,3TFINTST,3FI-81
3TFI2,3TFINTST,3FI-82
3TFI2,3TFINTST,3FI-84
3TFI2,3TFINTST,3FI-85
3TFI2,3TFINTST,3FI-86
3TFI2,3TFINTST,3FI-87
3TFI2,3TFINTST,3FI-88
3TFI2,3TFINTST,3FI-89
3TFI2,3TFINTST,3FI-90
3TFI2,3TFINTST,3FI-91
3TFI2,3TFINTST,3FI-92
3TFI2,3TFINTST,3FI-93
3TFI2,3TFINTST,3FI-94
3TFI2,3TFINTST,3FI-95
3TFI2,3TFINTST,3FI-96
3TFI2,3TFINTST,3FI-98
3TFI2,3TFINTST,3FI-99
3TFI2,3TFINTST,5FI-108
3TFI2,3TFINTST,5FI-109
3TFI2,3TFINTST,5FI-110
3TFI2,3TFINTST,5FI-115
3TFI2,3TFINTST,5FI-116
3TFI2,3TFINTST,5FI-118
3TFI2,3TFINTST,5FI-127
3TFI2,3TFINTST,5FI-128
3TFI2,3TFINTST,5FI-132
3TFI2,3TFINTST,5FI-133
3TFI2,3TFINTST,5FI-135
3TFI2,3TFINTST,5FI-136
3TFI2,3TFINTST,5FI-140
