eqpid,description,locationid,status,eqptype,isparent,ischild,parenteqpid,batchidprefix
6WD-07,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-07
6WD-08,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-08
6WD-10,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-10
6WD-100,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-100
6WD-101,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-101
6WD-102,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-102
6WD-103,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-103
6WD-106,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-106
6WD-107,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-107
6WD-108,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-108
6WD-112,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-112
6WD-113,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-113
6WD-114,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-114
6WD-115,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-115
6WD-116,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-116
6WD-117,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-117
6WD-118,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-118
6WD-119,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-119
6WD-120,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-120
6WD-121,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-121
6WD-123,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-123
6WD-124,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-124
6WD-125,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-125
6WD-126,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-126
6WD-127,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-127
6WD-128,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-128
6WD-129,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-129
6WD-130,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-130
6WD-131,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-131
6WD-132,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-132
6WD-133,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-133
6WD-134,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-134
6WD-135,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-135
6WD-136,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-136
6WD-137,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-137
6WD-138,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-138
6WD-139,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-139
6WD-140,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-140
6WD-141,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-141
6WD-142,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-142
6WD-143,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-143
6WD-145,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-145
6WD-146,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-146
6WD-147,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-147
6WD-148,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-148
6WD-150,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-150
6WD-152,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-152
6WD-153,Full Cut Dicing,S3DICING,AVAIL,3WFRDICE,0,0, ,6WD-153
6WD-154,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-154
6WD-155,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-155
6WD-157,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-157
6WD-158,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-158
6WD-159,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-159
6WD-16,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-16
6WD-160,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-160
6WD-161,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-161
6WD-162,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-162
6WD-163,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-163
6WD-164,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-164
6WD-165,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-165
6WD-166,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-166
6WD-167,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-167
6WD-168,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-168
6WD-169,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-169
6WD-171,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-171
6WD-172,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-172
6WD-173,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-173
6WD-26,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-26
6WD-27,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-27
6WD-41,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-41
6WD-42,Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-42
6WD-43,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-43
6WD-44,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-44
6WD-45,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-45
6WD-47,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-47
6WD-48,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-48
6WD-53,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-53
6WD-54,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-54
6WD-55,Wafer Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-55
6WD-56,Wafer Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-56
6WD-57,Wafer Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-57
6WD-60,Wafer Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-60
6WD-64,Full Cut Dicing,S3DICING,NOWIP,3WFRDICE,0,0, ,6WD-64
6WD-78,Accretech Wafer Dicing,SDICING,NOWIP,SDWFRDIC,0,0, ,6WD-78
6WD-79,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-79
6WD-86,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-86
6WD-87,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-87
6WD-88,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-88
6WD-89,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-89
6WD-90,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-90
6WD-91,Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-91
6WD-93,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-93
6WD-94,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-94
6WD-95,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-95
6WD-96,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-96
6WD-98,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-98
6WD-99,Accretech Wafer Dicing,SDICING,AVAIL,SDWFRDIC,0,0, ,6WD-99
6WDT-02,BG Detaping machine,SDICING,AVAIL,SDETAPE,0,0, ,6WDT-02
6WM-04,Wafer Dicing Tape Mounting,SDICING,AVAIL,SDMOUNT,-1,0, ,6WM-04
6WM-07,Wafer Dicing Tape Mounting,SDICING,AVAIL,SDMOUNT,-1,0, ,6WM-07
6WM-08,Wafer Dicing Tape Mounting,SDICING,AVAIL,SDMOUNT,-1,0, ,6WM-08
AIS-DM,Automated Inspection Tool,SSOLDER,AVAIL,SLSCOPE,0,0, ,AIS-DM
BDUV-05,Dicing Tape Ultra Violet Exp,STEST,AVAIL,SUVCURE,0,0, ,BDUV-05
BDUV-06,Dicing Tape Ultra Violet Exp,STEST,AVAIL,SUVCURE,0,0, ,BDUV-06
BFI-112,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-112
BFI-119,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-119
BFI-120,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-120
BFI-121,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-121
BFI-122,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-122
BFI-124,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-124
BFI-125,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-125
BFI-126,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-126
BFI-21,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-21
BFI-22,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-22
BFI-23,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-23
BFI-24,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-24
BFI-25,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-25
BFI-26,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-26
BFI-27,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-27
BFI-28,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-28
BFI-30,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-30
BFI-31,Final Inspection (Was AIR-14),STEST,AVAIL,STFINTST,0,0, ,BFI-31
BFI-33,Final Electrical Test (Eng.),STEST,NOWIP,STFINTST,0,0, ,BFI-33
BFI-34,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-34
BFI-35,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-35
BFI-37,Final Electrical Test (Eng.),STEST,NOWIP,STFINTST,0,0, ,BFI-37
BFI-38,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-38
BFI-40,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-40
BFI-41,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-41
BFI-47,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-47
BFI-48,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-48
BFI-49,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-49
BFI-50,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-50
BFI-51,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-51
BFI-52,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-52
BFI-53,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-53
BFI-54,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-54
BFI-55,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-55
BFI-56,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-56
BFI-57,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-57
BFI-59,Final Electrical Test (Eng.),STEST,AVAIL,STFINTST,0,0, ,BFI-59
BFI-60,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-60
BFI-61,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-61
BFI-62,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-62
BFI-63,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-63
BFI-64,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-64
BFI-66,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-66
BFI-67,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-67
BFI-68,Final Inspection,STEST,NOWIP,STFINTST,0,0, ,BFI-68
BFI-69,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-69
BFI-72,Final Inspection (Was AFI-72),STEST,AVAIL,STFINTST,0,0, ,BFI-72
BFI-73,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-73
BFI-75,Final Inspection (Was AIR-30),STEST,AVAIL,STFINTST,0,0, ,BFI-75
BFI-76,Final Inspection (Was AIR-28),STEST,AVAIL,STFINTST,0,0, ,BFI-76
BFI-77,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-77
BFI-83,Final Inspection,STEST,AVAIL,STFINTST,0,0, ,BFI-83
BPF-02,Peel Force Tester,STEST,AVAIL,SPEELFRC,0,0, ,BPF-02
BPF-04,Peel Force Tester,STEST,AVAIL,SPEELFRC,0,0, ,BPF-04
BVI-136,ASM Visual Inspection Machine,STEST,AVAIL,STINSTP,0,0, ,BVI-136
BVI-138,Visual Inspection Machine,STEST,AVAIL,STINSTP,0,0, ,BVI-138
BVI-139,Visual Inspection Machine,STEST,AVAIL,STINSTP,0,0, ,BVI-139
BVI-140,Visual Inspection Machine,STEST,NOWIP,STINSTP,0,0, ,BVI-140
BVI-142,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-142
BVI-143,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-143
BVI-144,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-144
BVI-145,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-145
BVI-146,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-146
BVI-147,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-147
BVI-148,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-148
BVI-158,STI TSORT VI,STEST,AVAIL,STINSTP,0,0, ,BVI-158
BVI-26,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-26
BVI-34,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-34
BVI-35,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-35
BVI-36,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-36
BVI-37,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-37
BVI-38,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-38
BVI-39,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-39
BVI-40,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-40
BVI-42,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-42
BVI-44,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-44
BVI-45,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-45
BVI-46,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-46
BVI-47,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-47
BVI-48,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-48
BVI-50,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-50
BVI-55,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-55
BVI-56,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-56
BVI-57,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-57
BVI-58,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-58
BVI-59,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-59
BVI-60,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-60
BVI-61,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-61
BVI-62,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-62
BVI-63,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-63
BVI-64,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-64
BVI-65,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-65
BVI-67,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-67
BVI-68,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-68
BVI-71,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-71
BVI-75,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-75
BVI-76,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-76
BVI-78,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-78
BVI-79,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-79
BVI-80,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-80
BVI-81,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-81
BVI-82,Visual Inspection,STEST,AVAIL,STINSTP,0,0, ,BVI-82
BVI-83,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-83
BVI-85,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-85
BVI-86,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-86
BVI-87,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-87
BVI-88,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-88
BVI-89,Visual Inspection,STEST,NOWIP,STINSTP,0,0, ,BVI-89
BVI-90,Visual Inspection,STEST,NOWIP,VIRWK,0,0, ,BVI-90
BVI-91,Visual Inspection,STEST,NOWIP,VIRWK,0,0, ,BVI-91
CDUV-09,UV Irradiation and Detape,S3TEST,AVAIL,3DUV,0,0, ,CDUV-09
IN-DM,Visual Inspection Dummy,SGRIND,AVAIL,SLSCOPE,0,0, ,IN-DM
IR2R-1,Post Seal Inspection Machine,SPACK,AVAIL,SREPLACE,0,0, ,IR2R-1
IR2R-2,Post Seal Inspection Machine,SPACK,AVAIL,SREPLACE,0,0, ,IR2R-2
IR2R-4,Post Seal Inspection Machine,SPACK,AVAIL,SREPLACE,0,0, ,IR2R-4
CVI-102,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-102
CVI-103,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-103
CVI-106,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-106
CVI-107,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-107
CVI-108,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-108
CVI-110,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-110
CVI-111,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-111
CVI-112,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-112
CVI-113,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-113
CVI-114,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-114
CVI-115,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-115
CVI-118,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-118
CVI-119,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-119
CVI-121,Visual Inspection,S3TEST,NOWIP,3VIRWK,0,0, ,CVI-121
CVI-122,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-122
CVI-123,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-123
CVI-124,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-124
CVI-125,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-125
CVI-126,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-126
CVI-127,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-127
CVI-129,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-129
CVI-130,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-130
CVI-132,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-132
CVI-133,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-133
CVI-134,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-134
CVI-149,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-149
CVI-150,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-150
CVI-152,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-152
CVI-153,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-153
CVI-154,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-154
CVI-156,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-156
CVI-157,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-157
CVI-72,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-72
CVI-73,Visual Inspection,S3TEST,AVAIL,3TINSTP,0,0, ,CVI-73
CVI-90,Detaper Tool for BAW,S3TEST,NOWIP,3VIRWK,0,0, ,CVI-90
CVI-95,Visual Inspection,S3TEST,NOWIP,3TINSTP,0,0, ,CVI-95
DTP-01,Edelteq Reel 2 Reel Inspection,STEST,AVAIL,VIRWK,0,0, ,DTP-01
DUMREP01,Dummy Manual Rwk @ Replacement,STEST,AVAIL,VIRWK,0,0, ,DUMREP01
FFAC1,FormFactor Tool,SPACK,AVAIL,SPSTTST,0,0, ,FFAC1
FI-117,Accretech,S3PACK,AVAIL,ORT-ACC,0,0, , 
FI-137,Accretech,S3PACK,AVAIL,ORT-ACC,0,0, , 
FI-139,Accretech,S3PACK,AVAIL,ORT-ACC,0,0, , 
FI-150,Accretech,S3PACK,AVAIL,ORT-ACC,0,0, , 
FI-78,Accretech,S3PACK,AVAIL,ORT-ACC,0,0, , 
HAST-1,Hast machine,S3PACK,AVAIL,ORT-HAST,0,0, , 
HAST-2,Hast machine,S3PACK,AVAIL,ORT-HAST,0,0, , 
SADS-01,Dummy CR3 (Die Separator),SDICING,AVAIL,SDWFRDIC,0,0, ,SADS-01
SAMORT1,Dummy machine for ORT samples,STEST,AVAIL,DUMSAM,0,0, ,SAMORT1
SBIN,BINNING Step,STEST,AVAIL,SBIN,0,0, ,SBIN
SBIN2,Singapore Bin2 Hold Step,STEST,AVAIL,SBIN2,0,0, ,SBIN2
SCASCHG,Dummy machine for Cassette cha,SPHOTO,AVAIL,CASSETTE,0,0, ,SCASCHG
M1,QC Sampling Test (SIGLOT AUTO),SPACK,AVAIL,SQCSAM,0,0, ,M1
MUST1,MUST Auto Tool,SPACK,AVAIL,SPSTTST,0,0, ,MUST1
MUST2,MUST Auto Tool,SPACK,AVAIL,SPSTTST,0,0, ,MUST2
N1,QC Sampling Test,SPACK,AVAIL,SQCSAM,0,0, ,N1
N2,QC Sampling Test,SPACK,AVAIL,SQCSAM,0,0, ,N2
ORTMAN-1,QC,S3PACK,AVAIL,ORT-MAN,0,0, , 
REFLOW-1,Reflow oven,S3PACK,AVAIL,ORT-REF,0,0, , 
RFIDPAR1,Dummy for RFID Pairing (Wafer),S3GRIND,AVAIL,RFIDPARW,0,0, ,RFIDPAR1
SNE-02,Dummy CR3 (Inspection),SDICING,AVAIL,SCHECK,0,0, ,SNE-02
SOQCW,Outgoing QC-Wafer,SPACK,AVAIL,SPACKMAN,0,0, ,SOQCW
SPACKW,Packing -Wafer,SPACK,AVAIL,SPACKMAN,0,0, ,SPACKW
VS-02,Vacuum Sealer,SPACK,AVAIL,SVACSEAL,0,0, ,VS-02
VS-03,Vacuum Sealer,SPACK,AVAIL,SVACSEAL,0,0, ,VS-03
VS-04,Vacuum Sealer,SPACK,AVAIL,SVACSEAL,0,0, ,VS-04
VS-05,Vacuum Sealer,SPACK,AVAIL,SVACSEAL,0,0, ,VS-05
WEIGH02,Dummy Weighing Machine,SSOLDER,AVAIL,SWEIGHT,0,0, ,WEIGH02
WEIGH04,Dummy Weighing Machine,SSOLDER,AVAIL,SWEIGHT,0,0, ,WEIGH04
SREP1,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP1
SREP2,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP2
SREP3,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP3
SREP4,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP4
SREP5,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP5
SREP6,Manual replacement process,SPACK,AVAIL,SREPLACE,0,0, ,SREP6
SRWKRCP1,Rework recipe selection,SPHOTO,AVAIL,SRWKRCP,0,0, ,SRWKRCP1
SWE-INK,Manual E-inking,STEST,AVAIL,SE-INK,0,0, ,SWE-INK
SWM-14,Dummy CR5 (Mounting/Detape),SDICING,AVAIL,SDMOUNT,0,0, ,SWM-14
SWSD-04,Dummy CR5 (Dicing),SDICING,AVAIL,SDWFRDIC,0,0, ,SWSD-04
TC-1,TC machine,S3PACK,AVAIL,ORT-TC,0,0, , 
TC-2,TC machine,S3PACK,AVAIL,ORT-TC,0,0, , 
TPTM1,After Tape Mount Timer,SDICING,AVAIL,STPTIMER,0,0, ,TPTM1
TPTM2,Staging After Roof Exposure,SPHOTO,AVAIL,STPTIMER,0,0, ,TPTM2
SFI-131,Dummy CR3 (FI),STEST,AVAIL,STFINTST,0,0, ,SFI-131
SFI-99,Dummy CR3 (FI),STEST,AVAIL,STFINTST,0,0, ,SFI-99
